name,base,slug,type1,type2,abil1,abil2,abilh,hp,atk,def,spa,spd,spe,form_num
Zamazenta,zamazenta,zamazenta,fighting,,dauntlessshield,,,92,120,115,80,115,138,0
Eternatus,eternatus,eternatus,poison,dragon,pressure,,,140,85,95,145,95,130,0
Kubfu,kubfu,kubfu,fighting,,innerfocus,,,60,90,60,53,50,72,0
Urshifu,urshifu,urshifu,fighting,dark,unseenfist,,,100,130,100,63,60,97,0
Zarude,zarude,zarude,dark,grass,leafguard,,,105,120,105,70,95,105,0
Regieleki,regieleki,regieleki,electric,,transistor,,,80,100,50,100,50,200,0
Regidrago,regidrago,regidrago,dragon,,dragonsmaw,,,200,100,50,100,50,80,0
Glastrier,glastrier,glastrier,ice,,chillingneigh,,,100,145,130,65,110,30,0
Spectrier,spectrier,spectrier,ghost,,grimneigh,,,100,65,60,145,80,130,0
Calyrex,calyrex,calyrex,psychic,grass,unnerve,,,100,80,80,80,80,80,0
Wyrdeer,wyrdeer,wyrdeer,normal,psychic,intimidate,frisk,sapsipper,103,105,72,105,75,65,0
Kleavor,kleavor,kleavor,bug,rock,swarm,sheerforce,sharpness,70,135,95,45,70,85,0
Ursaluna,ursaluna,ursaluna,ground,normal,guts,bulletproof,unnerve,130,140,105,45,80,50,0
Basculegion,basculegion,basculegion,water,ghost,swiftswim,adaptability,moldbreaker,120,112,65,80,75,78,0
Sneasler,sneasler,sneasler,fighting,poison,pressure,unburden,poisontouch,80,130,60,40,80,120,0
Overqwil,overqwil,overqwil,dark,poison,poisonpoint,swiftswim,intimidate,85,115,95,65,65,85,0
Enamorus,enamorus,enamorus,fairy,flying,cutecharm,,contrary,74,115,70,135,80,106,0
Sprigatito,sprigatito,sprigatito,grass,,overgrow,,protean,40,61,54,45,45,65,0
Floragato,floragato,floragato,grass,,overgrow,,protean,61,80,63,60,63,83,0
Meowscarada,meowscarada,meowscarada,grass,dark,overgrow,,protean,76,110,70,81,70,123,0
Fuecoco,fuecoco,fuecoco,fire,,blaze,,unaware,67,45,59,63,40,36,0
Crocalor,crocalor,crocalor,fire,,blaze,,unaware,81,55,78,90,58,49,0
Skeledirge,skeledirge,skeledirge,fire,ghost,blaze,,unaware,104,75,100,110,75,66,0
Quaxly,quaxly,quaxly,water,,torrent,,moxie,55,65,45,50,45,50,0
Quaxwell,quaxwell,quaxwell,water,,torrent,,moxie,70,85,65,65,60,65,0
Quaquaval,quaquaval,quaquaval,water,fighting,torrent,,moxie,85,120,80,85,75,85,0
Lechonk,lechonk,lechonk,normal,,aromaveil,gluttony,thickfat,54,45,40,35,45,35,0
Oinkologne,oinkologne,oinkologne,normal,,lingeringaroma,gluttony,thickfat,110,100,75,59,80,65,0
Tarountula,tarountula,tarountula,bug,,insomnia,,stakeout,35,41,45,29,40,20,0
Spidops,spidops,spidops,bug,,insomnia,,stakeout,60,79,92,52,86,35,0
Nymble,nymble,nymble,bug,,swarm,,tintedlens,33,46,40,21,25,45,0
Lokix,lokix,lokix,bug,dark,swarm,,tintedlens,71,102,78,52,55,92,0
Pawmi,pawmi,pawmi,electric,,static,naturalcure,ironfist,45,50,20,40,25,60,0
Pawmo,pawmo,pawmo,electric,fighting,voltabsorb,naturalcure,ironfist,60,75,40,50,40,85,0
Pawmot,pawmot,pawmot,electric,fighting,voltabsorb,naturalcure,ironfist,70,115,70,70,60,105,0
Tandemaus,tandemaus,tandemaus,normal,,runaway,pickup,owntempo,50,50,45,40,45,75,0
Maushold,maushold,maushold,normal,,friendguard,cheekpouch,technician,74,75,70,65,75,111,0
Fidough,fidough,fidough,fairy,,owntempo,,klutz,37,55,70,30,55,65,0
Dachsbun,dachsbun,dachsbun,fairy,,wellbakedbody,,aromaveil,57,80,115,50,80,95,0
Smoliv,smoliv,smoliv,grass,normal,earlybird,,harvest,41,35,45,58,51,30,0
Dolliv,dolliv,dolliv,grass,normal,earlybird,,harvest,52,53,60,78,78,33,0
Arboliva,arboliva,arboliva,grass,normal,seedsower,,harvest,78,69,90,125,109,39,0
Squawkabilly,squawkabilly,squawkabilly,normal,flying,intimidate,hustle,guts,82,96,51,45,51,92,0
Nacli,nacli,nacli,rock,,purifyingsalt,sturdy,clearbody,55,55,75,35,35,25,0
Naclstack,naclstack,naclstack,rock,,purifyingsalt,sturdy,clearbody,60,60,100,35,65,35,0
Garganacl,garganacl,garganacl,rock,,purifyingsalt,sturdy,clearbody,100,100,130,45,90,35,0
Charcadet,charcadet,charcadet,fire,,flashfire,,flamebody,40,50,40,50,40,35,0
Armarouge,armarouge,armarouge,fire,psychic,flashfire,,weakarmor,85,60,100,125,80,75,0
Ceruledge,ceruledge,ceruledge,fire,ghost,flashfire,,weakarmor,75,125,80,60,100,85,0
Tadbulb,tadbulb,tadbulb,electric,,owntempo,static,damp,61,31,41,59,35,45,0
Bellibolt,bellibolt,bellibolt,electric,,electromorphosis,static,damp,109,64,91,103,83,45,0
Wattrel,wattrel,wattrel,electric,flying,windpower,voltabsorb,competitive,40,40,35,55,40,70,0
Kilowattrel,kilowattrel,kilowattrel,electric,flying,windpower,voltabsorb,competitive,70,70,60,105,60,125,0
Maschiff,maschiff,maschiff,dark,,intimidate,runaway,stakeout,60,78,60,40,51,51,0
Mabosstiff,mabosstiff,mabosstiff,dark,,intimidate,guarddog,stakeout,80,120,90,60,70,85,0
Shroodle,shroodle,shroodle,poison,normal,unburden,pickpocket,prankster,40,65,35,40,35,75,0
Grafaiai,grafaiai,grafaiai,poison,normal,unburden,poisontouch,prankster,63,95,65,80,72,110,0
Bramblin,bramblin,bramblin,grass,ghost,windrider,,infiltrator,40,65,30,45,35,60,0
Brambleghast,brambleghast,brambleghast,grass,ghost,windrider,,infiltrator,55,115,70,80,70,90,0
Toedscool,toedscool,toedscool,ground,grass,myceliummight,,,40,40,35,50,100,70,0
Toedscruel,toedscruel,toedscruel,ground,grass,myceliummight,,,80,70,65,80,120,100,0
Klawf,klawf,klawf,rock,,angershell,shellarmor,regenerator,70,100,115,35,55,75,0
Capsakid,capsakid,capsakid,grass,,chlorophyll,insomnia,klutz,50,62,40,62,40,50,0
Scovillain,scovillain,scovillain,grass,fire,chlorophyll,insomnia,moody,65,108,65,108,65,75,0
Rellor,rellor,rellor,bug,,compoundeyes,,shedskin,41,50,60,31,58,30,0
Rabsca,rabsca,rabsca,bug,psychic,synchronize,,telepathy,75,50,85,115,100,45,0
Flittle,flittle,flittle,psychic,,anticipation,frisk,speedboost,30,35,30,55,30,75,0
Espathra,espathra,espathra,psychic,,opportunist,frisk,speedboost,95,60,60,101,60,105,0
Tinkatink,tinkatink,tinkatink,fairy,steel,moldbreaker,owntempo,pickpocket,50,45,45,35,64,58,0
Tinkatuff,tinkatuff,tinkatuff,fairy,steel,moldbreaker,owntempo,pickpocket,65,55,55,45,82,78,0
Tinkaton,tinkaton,tinkaton,fairy,steel,moldbreaker,owntempo,pickpocket,85,75,77,70,105,94,0
Wiglett,wiglett,wiglett,water,,gooey,rattled,sandveil,10,55,25,35,25,95,0
Wugtrio,wugtrio,wugtrio,water,,gooey,rattled,sandveil,35,100,50,50,70,120,0
Bombirdier,bombirdier,bombirdier,flying,dark,bigpecks,keeneye,rockypayload,70,103,85,60,85,82,0
Finizen,finizen,finizen,water,,waterveil,,,70,45,40,45,40,75,0
Palafin,palafin,palafin,water,,zerotohero,,,100,70,72,53,62,100,0
Varoom,varoom,varoom,steel,poison,overcoat,,slowstart,45,70,63,30,45,47,0
Revavroom,revavroom,revavroom,steel,poison,overcoat,,filter,80,119,90,54,67,90,0
Cyclizar,cyclizar,cyclizar,dragon,normal,shedskin,,regenerator,70,95,65,85,65,121,0
Orthworm,orthworm,orthworm,steel,,eartheater,,sandveil,70,85,145,60,55,65,0
Glimmet,glimmet,glimmet,rock,poison,toxicdebris,,corrosion,48,35,42,105,60,60,0
Glimmora,glimmora,glimmora,rock,poison,toxicdebris,,corrosion,83,55,90,130,81,86,0
Greavard,greavard,greavard,ghost,,pickup,,fluffy,50,61,60,30,55,34,0
Houndstone,houndstone,houndstone,ghost,,sandrush,,fluffy,72,101,100,50,97,68,0
Flamigo,flamigo,flamigo,flying,fighting,scrappy,tangledfeet,costar,82,115,74,75,64,90,0
Cetoddle,cetoddle,cetoddle,ice,,thickfat,snowcloak,sheerforce,108,68,45,30,40,43,0
Cetitan,cetitan,cetitan,ice,,thickfat,slushrush,sheerforce,170,113,65,45,55,73,0
Veluza,veluza,veluza,water,psychic,moldbreaker,,sharpness,90,102,73,78,65,70,0
Dondozo,dondozo,dondozo,water,,unaware,oblivious,waterveil,150,100,115,65,65,35,0
Tatsugiri,tatsugiri,tatsugiri,dragon,water,commander,,stormdrain,68,50,60,120,95,82,0
Annihilape,annihilape,annihilape,fighting,ghost,vitalspirit,innerfocus,defiant,110,115,80,50,90,90,0
Clodsire,clodsire,clodsire,poison,ground,poisonpoint,waterabsorb,unaware,130,75,60,45,100,20,0
Farigiraf,farigiraf,farigiraf,normal,psychic,cudchew,armortail,sapsipper,120,90,70,110,70,60,0
Dudunsparce,dudunsparce,dudunsparce,normal,,serenegrace,runaway,rattled,125,100,80,85,75,55,0
Kingambit,kingambit,kingambit,dark,steel,defiant,supremeoverlord,pressure,100,135,120,60,85,50,0
Great Tusk,greattusk,greattusk,ground,fighting,protosynthesis,,,115,131,131,53,53,87,0
Scream Tail,screamtail,screamtail,fairy,psychic,protosynthesis,,,115,65,99,65,115,111,0
Brute Bonnet,brutebonnet,brutebonnet,grass,dark,protosynthesis,,,111,127,99,79,99,55,0
Flutter Mane,fluttermane,fluttermane,ghost,fairy,protosynthesis,,,55,55,55,135,135,135,0
Slither Wing,slitherwing,slitherwing,bug,fighting,protosynthesis,,,85,135,79,85,105,81,0
Sandy Shocks,sandyshocks,sandyshocks,electric,ground,protosynthesis,,,85,81,97,121,85,101,0
Iron Treads,irontreads,irontreads,ground,steel,quarkdrive,,,90,112,120,72,70,106,0
Iron Bundle,ironbundle,ironbundle,ice,water,quarkdrive,,,56,80,114,124,60,136,0
Iron Hands,ironhands,ironhands,fighting,electric,quarkdrive,,,154,140,108,50,68,50,0
Iron Jugulis,ironjugulis,ironjugulis,dark,flying,quarkdrive,,,94,80,86,122,80,108,0
Iron Moth,ironmoth,ironmoth,fire,poison,quarkdrive,,,80,70,60,140,110,110,0
Iron Thorns,ironthorns,ironthorns,rock,electric,quarkdrive,,,100,134,110,70,84,72,0
Frigibax,frigibax,frigibax,dragon,ice,thermalexchange,,icebody,65,75,45,35,45,55,0
Arctibax,arctibax,arctibax,dragon,ice,thermalexchange,,icebody,90,95,66,45,65,62,0
Baxcalibur,baxcalibur,baxcalibur,dragon,ice,thermalexchange,,icebody,115,145,92,75,86,87,0
Gimmighoul,gimmighoul,gimmighoul,ghost,,rattled,,,45,30,70,75,70,10,0
Gholdengo,gholdengo,gholdengo,steel,ghost,goodasgold,,,87,60,95,133,91,84,0
Wo-Chien,wochien,wochien,dark,grass,tabletsofruin,,,85,85,100,95,135,70,0
Chien-Pao,chienpao,chienpao,dark,ice,swordofruin,,,80,120,80,90,65,135,0
Ting-Lu,tinglu,tinglu,dark,ground,vesselofruin,,,155,110,125,55,80,45,0
Chi-Yu,chiyu,chiyu,dark,fire,beadsofruin,,,55,80,80,135,120,100,0
Roaring Moon,roaringmoon,roaringmoon,dragon,dark,protosynthesis,,,105,139,71,55,101,119,0
Iron Valiant,ironvaliant,ironvaliant,fairy,fighting,quarkdrive,,,74,130,90,120,60,116,0
Koraidon,koraidon,koraidon,fighting,dragon,orichalcumpulse,,,100,135,115,85,100,135,0
Miraidon,miraidon,miraidon,electric,dragon,hadronengine,,,100,85,100,135,115,135,0
Walking Wake,walkingwake,walkingwake,water,dragon,protosynthesis,,,99,83,91,125,83,109,0
Iron Leaves,ironleaves,ironleaves,grass,psychic,quarkdrive,,,90,130,88,70,108,104,0
Dipplin,dipplin,dipplin,grass,dragon,supersweetsyrup,gluttony,stickyhold,80,80,110,95,80,40,0
Poltchageist,poltchageist,poltchageist,grass,ghost,hospitality,,heatproof,40,45,45,74,54,50,0
Sinistcha,sinistcha,sinistcha,grass,ghost,hospitality,,heatproof,71,60,106,121,80,70,0
Okidogi,okidogi,okidogi,poison,fighting,toxicchain,,guarddog,88,128,115,58,86,80,0
Munkidori,munkidori,munkidori,poison,psychic,toxicchain,,frisk,88,75,66,130,90,106,0
Fezandipiti,fezandipiti,fezandipiti,poison,fairy,toxicchain,,technician,88,91,82,70,125,99,0
Ogerpon,ogerpon,ogerpon,grass,,defiant,,,80,120,84,60,96,110,0
Archaludon,archaludon,archaludon,steel,dragon,stamina,sturdy,stalwart,90,105,130,125,65,85,0
Hydrapple,hydrapple,hydrapple,grass,dragon,supersweetsyrup,gluttony,stickyhold,106,80,110,120,80,44,0
Gouging Fire,gougingfire,gougingfire,fire,dragon,protosynthesis,,,105,115,121,65,93,91,0
Raging Bolt,ragingbolt,ragingbolt,electric,dragon,protosynthesis,,,125,73,91,137,89,75,0
Iron Boulder,ironboulder,ironboulder,rock,psychic,quarkdrive,,,90,120,80,68,108,124,0
Iron Crown,ironcrown,ironcrown,steel,psychic,quarkdrive,,,90,72,100,122,108,98,0
Terapagos,terapagos,terapagos,normal,,terashift,,,90,65,85,65,85,60,0
Pecharunt,pecharunt,pecharunt,poison,ghost,poisonpuppeteer,,,88,88,160,88,88,88,0
Venusaur-Mega,venusaur,venusaurmega,grass,poison,thickfat,,,80,100,123,122,120,80,1
Charizard-Mega-X,charizard,charizardmegax,fire,dragon,toughclaws,,,78,130,111,130,85,100,1
Charizard-Mega-Y,charizard,charizardmegay,fire,flying,drought,,,78,104,78,159,115,100,2
Blastoise-Mega,blastoise,blastoisemega,water,,megalauncher,,,79,103,120,135,115,78,1
Beedrill-Mega,beedrill,beedrillmega,bug,poison,adaptability,,,65,150,40,15,80,145,1
Pidgeot-Mega,pidgeot,pidgeotmega,normal,flying,noguard,,,83,80,80,135,80,121,1
Rattata-Alola,rattata,rattataalola,dark,normal,gluttony,hustle,thickfat,30,56,35,25,35,72,1
Raticate-Alola,raticate,raticatealola,dark,normal,gluttony,hustle,thickfat,75,71,70,40,80,77,1
Raticate-Alola-Totem,raticate,raticatealolatotem,dark,normal,thickfat,,,75,71,70,40,80,77,2
Pikachu-Original,pikachu,pikachuoriginal,electric,,static,,lightningrod,35,55,40,50,50,90,1
Pikachu-Hoenn,pikachu,pikachuhoenn,electric,,static,,lightningrod,35,55,40,50,50,90,2
Pikachu-Sinnoh,pikachu,pikachusinnoh,electric,,static,,lightningrod,35,55,40,50,50,90,3
Pikachu-Unova,pikachu,pikachuunova,electric,,static,,lightningrod,35,55,40,50,50,90,4
Pikachu-Kalos,pikachu,pikachukalos,electric,,static,,lightningrod,35,55,40,50,50,90,5
Pikachu-Alola,pikachu,pikachualola,electric,,static,,lightningrod,35,55,40,50,50,90,6
Pikachu-Partner,pikachu,pikachupartner,electric,,static,,lightningrod,35,55,40,50,50,90,7
Pikachu-Starter,pikachu,pikachustarter,electric,,static,,lightningrod,45,80,50,75,60,120,8
Pikachu-World,pikachu,pikachuworld,electric,,static,,lightningrod,35,55,40,50,50,90,9
Pikachu-Rock-Star,pikachu,pikachurockstar,electric,,lightningrod,,,35,55,40,50,50,90,
Pikachu-Belle,pikachu,pikachubelle,electric,,lightningrod,,,35,55,40,50,50,90,
Pikachu-Pop-Star,pikachu,pikachupopstar,electric,,lightningrod,,,35,55,40,50,50,90,
Pikachu-PhD,pikachu,pikachuphd,electric,,lightningrod,,,35,55,40,50,50,90,
Pikachu-Libre,pikachu,pikachulibre,electric,,lightningrod,,,35,55,40,50,50,90,
Pikachu-Cosplay,pikachu,pikachucosplay,electric,,lightningrod,,,35,55,40,50,50,90,
Raichu-Alola,raichu,raichualola,electric,psychic,surgesurfer,,,60,85,50,95,85,110,1
Sandshrew-Alola,sandshrew,sandshrewalola,ice,steel,snowcloak,,slushrush,50,75,90,10,35,40,1
Sandslash-Alola,sandslash,sandslashalola,ice,steel,snowcloak,,slushrush,75,100,120,25,65,65,1
Vulpix-Alola,vulpix,vulpixalola,ice,,snowcloak,,snowwarning,38,41,40,50,65,65,1
Ninetales-Alola,ninetales,ninetalesalola,ice,fairy,snowcloak,,snowwarning,73,67,75,81,100,109,1
Diglett-Alola,diglett,diglettalola,ground,steel,sandveil,tanglinghair,sandforce,10,55,30,35,45,90,1
Dugtrio-Alola,dugtrio,dugtrioalola,ground,steel,sandveil,tanglinghair,sandforce,35,100,60,50,70,110,1
Meowth-Alola,meowth,meowthalola,dark,,pickup,technician,rattled,40,35,35,50,40,90,1
Meowth-Galar,meowth,meowthgalar,steel,,pickup,toughclaws,unnerve,50,65,55,40,40,40,2
Persian-Alola,persian,persianalola,dark,,furcoat,technician,rattled,65,60,60,75,65,115,1
Growlithe-Hisui,growlithe,growlithehisui,fire,rock,intimidate,flashfire,rockhead,60,75,45,65,50,55,1
Arcanine-Hisui,arcanine,arcaninehisui,fire,rock,intimidate,flashfire,rockhead,95,115,80,95,80,90,1
Alakazam-Mega,alakazam,alakazammega,psychic,,trace,,,55,50,65,175,105,150,1
Geodude-Alola,geodude,geodudealola,rock,electric,magnetpull,sturdy,galvanize,40,80,100,30,30,20,1
Graveler-Alola,graveler,graveleralola,rock,electric,magnetpull,sturdy,galvanize,55,95,115,45,45,35,1
Golem-Alola,golem,golemalola,rock,electric,magnetpull,sturdy,galvanize,80,120,130,55,65,45,1
Ponyta-Galar,ponyta,ponytagalar,psychic,,runaway,pastelveil,anticipation,50,85,55,65,65,90,1
Rapidash-Galar,rapidash,rapidashgalar,psychic,fairy,runaway,pastelveil,anticipation,65,100,70,80,80,105,1
Slowpoke-Galar,slowpoke,slowpokegalar,psychic,,oblivious,owntempo,regenerator,90,65,65,40,40,15,1
Slowbro-Mega,slowbro,slowbromega,water,psychic,shellarmor,,,95,75,180,130,80,30,1
Slowbro-Galar,slowbro,slowbrogalar,poison,psychic,oblivious,owntempo,regenerator,95,100,95,100,70,30,2
Farfetch'd-Galar,farfetchd,farfetch'dgalar,fighting,,keeneye,innerfocus,defiant,52,95,55,58,62,55,1
Grimer-Alola,grimer,grimeralola,poison,dark,poisontouch,gluttony,powerofalchemy,80,80,50,40,50,25,1
Muk-Alola,muk,mukalola,poison,dark,poisontouch,gluttony,powerofalchemy,105,105,75,65,100,50,1
Gengar-Mega,gengar,gengarmega,ghost,poison,shadowtag,,,60,65,80,170,95,130,1
Voltorb-Hisui,voltorb,voltorbhisui,electric,grass,soundproof,static,aftermath,40,30,50,55,55,100,1
Electrode-Hisui,electrode,electrodehisui,electric,grass,soundproof,static,aftermath,60,50,70,80,80,150,1
Exeggutor-Alola,exeggutor,exeggutoralola,grass,dragon,frisk,,harvest,95,105,85,125,75,45,1
Marowak-Alola,marowak,marowakalola,fire,ghost,cursedbody,lightningrod,rockhead,60,80,110,50,80,45,1
Marowak-Alola-Totem,marowak,marowakalolatotem,fire,ghost,rockhead,,,60,80,110,50,80,45,2
Weezing-Galar,weezing,weezinggalar,poison,fairy,levitate,neutralizinggas,mistysurge,65,90,120,85,70,60,1
Kangaskhan-Mega,kangaskhan,kangaskhanmega,normal,,parentalbond,,,105,125,100,60,100,100,1
Mr. Mime-Galar,mrmime,mr. mimegalar,ice,psychic,vitalspirit,screencleaner,icebody,50,65,65,90,90,100,1
Pinsir-Mega,pinsir,pinsirmega,bug,flying,aerilate,,,65,155,120,65,90,105,1
Tauros-Paldea-Combat,tauros,taurospaldeacombat,fighting,,intimidate,angerpoint,cudchew,75,100,105,30,70,100,1
Tauros-Paldea-Blaze,tauros,taurospaldeablaze,fighting,fire,intimidate,angerpoint,cudchew,75,100,105,30,70,100,2
Tauros-Pladea-Aqua,tauros,taurospladeaaqua,fighting,water,intimidate,angerpoint,cudchew,75,100,105,30,70,100,3
Gyarados-Mega,gyarados,gyaradosmega,water,dark,moldbreaker,,,95,155,109,70,130,81,1
Eevee-Starter,eevee,eeveestarter,normal,,runaway,adaptability,anticipation,65,75,70,65,85,75,1
Aerodactyl-Mega,aerodactyl,aerodactylmega,rock,flying,toughclaws,,,80,135,85,70,95,150,1
Articuno-Galar,articuno,articunogalar,psychic,flying,competitive,,,90,85,85,125,100,95,1
Zapdos-Galar,zapdos,zapdosgalar,fighting,flying,defiant,,,90,125,90,85,90,100,1
Moltres-Galar,moltres,moltresgalar,dark,flying,berserk,,,90,85,90,100,125,90,1
Mewtwo-Mega-X,mewtwo,mewtwomegax,psychic,fighting,steadfast,,,106,190,100,154,100,130,1
Mewtwo-Mega-Y,mewtwo,mewtwomegay,psychic,,insomnia,,,106,150,70,194,120,140,2
Typhlosion-Hisui,typhlosion,typhlosionhisui,fire,ghost,blaze,,frisk,73,84,78,119,85,95,1
Pichu-Spiky-Eared,pichu,pichuspikyeared,electric,,static,,,20,40,15,35,35,60,
Ampharos-Mega,ampharos,ampharosmega,electric,dragon,moldbreaker,,,90,95,105,165,110,45,1
Wooper-Paldea,wooper,wooperpaldea,poison,ground,poisonpoint,waterabsorb,unaware,55,45,45,25,25,15,1
Slowking-Galar,slowking,slowkinggalar,poison,psychic,curiousmedicine,owntempo,regenerator,95,65,80,110,110,30,1
Unown-B,unown,unownb,psychic,,levitate,,,48,72,48,72,48,48,1
Unown-C,unown,unownc,psychic,,levitate,,,48,72,48,72,48,48,2
Unown-D,unown,unownd,psychic,,levitate,,,48,72,48,72,48,48,3
Unown-E,unown,unowne,psychic,,levitate,,,48,72,48,72,48,48,4
Unown-F,unown,unownf,psychic,,levitate,,,48,72,48,72,48,48,5
Unown-G,unown,unowng,psychic,,levitate,,,48,72,48,72,48,48,6
Unown-H,unown,unownh,psychic,,levitate,,,48,72,48,72,48,48,7
Unown-I,unown,unowni,psychic,,levitate,,,48,72,48,72,48,48,8
Unown-J,unown,unownj,psychic,,levitate,,,48,72,48,72,48,48,9
Unown-K,unown,unownk,psychic,,levitate,,,48,72,48,72,48,48,10
Unown-L,unown,unownl,psychic,,levitate,,,48,72,48,72,48,48,11
Unown-M,unown,unownm,psychic,,levitate,,,48,72,48,72,48,48,12
Unown-N,unown,unownn,psychic,,levitate,,,48,72,48,72,48,48,13
Unown-O,unown,unowno,psychic,,levitate,,,48,72,48,72,48,48,14
Unown-P,unown,unownp,psychic,,levitate,,,48,72,48,72,48,48,15
Unown-Q,unown,unownq,psychic,,levitate,,,48,72,48,72,48,48,16
Unown-R,unown,unownr,psychic,,levitate,,,48,72,48,72,48,48,17
Unown-S,unown,unowns,psychic,,levitate,,,48,72,48,72,48,48,18
Unown-T,unown,unownt,psychic,,levitate,,,48,72,48,72,48,48,19
Unown-U,unown,unownu,psychic,,levitate,,,48,72,48,72,48,48,20
Unown-V,unown,unownv,psychic,,levitate,,,48,72,48,72,48,48,21
Unown-W,unown,unownw,psychic,,levitate,,,48,72,48,72,48,48,22
Unown-X,unown,unownx,psychic,,levitate,,,48,72,48,72,48,48,23
Unown-Y,unown,unowny,psychic,,levitate,,,48,72,48,72,48,48,24
Unown-Z,unown,unownz,psychic,,levitate,,,48,72,48,72,48,48,25
Unown-Exclamation,unown,unownexclamation,psychic,,levitate,,,48,72,48,72,48,48,26
Unown-Question,unown,unownquestion,psychic,,levitate,,,48,72,48,72,48,48,27
Steelix-Mega,steelix,steelixmega,steel,ground,sandforce,,,75,125,230,55,95,30,1
Qwilfish-Hisui,qwilfish,qwilfishhisui,dark,poison,poisonpoint,swiftswim,intimidate,65,95,85,55,55,85,1
Scizor-Mega,scizor,scizormega,bug,steel,technician,,,70,150,140,65,100,75,1
Heracross-Mega,heracross,heracrossmega,bug,fighting,skilllink,,,80,185,115,40,105,75,1
Sneasel-Hisui,sneasel,sneaselhisui,fighting,poison,innerfocus,keeneye,pickpocket,55,95,55,35,75,115,1
Corsola-Galar,corsola,corsolagalar,ghost,,weakarmor,,cursedbody,60,55,100,65,100,30,1
Houndoom-Mega,houndoom,houndoommega,dark,fire,earlybird,flashfire,unnerve,75,90,90,140,90,115,1
Tyranitar-Mega,tyranitar,tyranitarmega,rock,dark,sandstream,,,100,164,150,95,120,71,1
Sceptile-Mega,sceptile,sceptilemega,grass,dragon,lightningrod,,,70,110,75,145,85,145,1
Blaziken-Mega,blaziken,blazikenmega,fire,fighting,speedboost,,,80,160,80,130,80,100,1
Swampert-Mega,swampert,swampertmega,water,ground,swiftswim,,,100,150,110,95,110,70,1
Zigzagoon-Galar,zigzagoon,zigzagoongalar,dark,normal,pickup,gluttony,quickfeet,38,30,41,30,41,60,1
Linoone-Galar,linoone,linoonegalar,dark,normal,pickup,gluttony,quickfeet,78,70,61,50,61,100,1
Gardevoir-Mega,gardevoir,gardevoirmega,psychic,fairy,pixilate,,,68,85,65,165,135,100,1
Sableye-Mega,sableye,sableyemega,dark,ghost,magicbounce,,,50,85,125,85,115,20,1
Mawile-Mega,mawile,mawilemega,steel,fairy,hugepower,,,50,105,125,55,95,50,1
Aggron-Mega,aggron,aggronmega,steel,rock,filter,,,70,140,230,60,80,50,1
Medicham-Mega,medicham,medichammega,fighting,psychic,purepower,,,60,100,85,80,85,100,1
Manectric-Mega,manectric,manectricmega,electric,,intimidate,,,70,75,80,135,80,135,1
Sharpedo-Mega,sharpedo,sharpedomega,water,dark,strongjaw,,,70,140,70,110,65,105,1
Camerupt-Mega,camerupt,cameruptmega,fire,ground,sheerforce,,,70,120,100,145,105,20,1
Altaria-Mega,altaria,altariamega,dragon,fairy,pixilate,,,75,110,110,110,105,80,1
Castform-Sunny,castform,castformsunny,fire,,forecast,,,70,70,70,70,70,70,1
Castform-Rainy,castform,castformrainy,water,,forecast,,,70,70,70,70,70,70,2
Castform-Snowy,castform,castformsnowy,ice,,forecast,,,70,70,70,70,70,70,3
Banette-Mega,banette,banettemega,ghost,,prankster,,,64,165,75,93,83,75,1
Absol-Mega,absol,absolmega,dark,,magicbounce,,,65,150,60,115,60,115,1
Glalie-Mega,glalie,glaliemega,ice,,refrigerate,,,80,120,80,120,80,100,1
Salamence-Mega,salamence,salamencemega,dragon,flying,aerilate,,,95,145,130,120,90,120,1
Metagross-Mega,metagross,metagrossmega,steel,psychic,toughclaws,,,80,145,150,105,110,110,1
Latias-Mega,latias,latiasmega,dragon,psychic,levitate,,,80,100,120,140,150,110,1
Latios-Mega,latios,latiosmega,dragon,psychic,levitate,,,80,130,100,160,120,110,1
Kyogre-Primal,kyogre,kyogreprimal,water,,primordialsea,,,100,150,90,180,160,90,1
Groudon-Primal,groudon,groudonprimal,ground,fire,desolateland,,,100,180,160,150,90,90,1
Rayquaza-Mega,rayquaza,rayquazamega,dragon,flying,deltastream,,,105,180,100,180,100,115,1
Deoxys-Attack,deoxys,deoxysattack,psychic,,pressure,,,50,180,20,180,20,150,1
Deoxys-Defense,deoxys,deoxysdefense,psychic,,pressure,,,50,70,160,70,160,90,2
Deoxys-Speed,deoxys,deoxysspeed,psychic,,pressure,,,50,95,90,95,90,180,3
Burmy-Sandy,burmy,burmysandy,bug,,shedskin,overcoat,,40,29,45,29,45,36,1
Burmy-Trash,burmy,burmytrash,bug,,shedskin,overcoat,,40,29,45,29,45,36,2
Wormadam-Sandy,wormadam,wormadamsandy,bug,ground,anticipation,overcoat,,60,79,105,59,85,36,1
Wormadam-Trash,wormadam,wormadamtrash,bug,steel,anticipation,overcoat,,60,69,95,69,95,36,2
Cherrim-Sunshine,cherrim,cherrimsunshine,grass,,flowergift,,,70,60,70,87,78,85,1
Shellos-East,shellos,shelloseast,water,,stickyhold,stormdrain,sandforce,76,48,48,57,62,34,1
Gastrodon-East,gastrodon,gastrodoneast,water,ground,stickyhold,stormdrain,sandforce,111,83,68,92,82,39,1
Lopunny-Mega,lopunny,lopunnymega,normal,fighting,scrappy,,,65,136,93,54,96,135,1
